time,xacc,yacc,zacc,xgyro,ygyro,zgyro
1380860067,1.1323242188,-0.3522949219,-0.1279296875,-7.2977099419, 15.4656486511, -10.5801525116
1380870067,1.1066894531,-0.3051757812,-0.1418457031,-7.4961833954, 17.0534343719, -13.4656486511
1380880067,1.1005859375,-0.3029785156,-0.1450195312,-7.8320612907, 19.3435115814, -11.2366409302
1380890067,1.1281738281,-0.3190917969,-0.1506347656,-7.5419845581, 21.6793899536, -11.2519083023
1380900067,1.1333007812,-0.3220214844,-0.1372070312,-6.7175574303, 22.6717548370, -14.3816795349
1380910067,1.1123046875,-0.2812500000,-0.1247558594,-5.9236640930, 22.5648860931, -9.3893127441
1380920067,1.1198730469,-0.3139648438,-0.1362304688,-6.7175574303, 23.1908397675, -3.1908397675
1380930067,1.1430664062,-0.3088378906,-0.1308593750,-6.1526718140, 25.5267181396, -12.2137403488
1380940067,1.1259765625,-0.2995605469,-0.1350097656,-7.0381679535, 28.1221370697, -8.3053436279
1380950067,1.1196289062,-0.3425292969,-0.1342773438,-7.2213740349, 29.5267181396, -12.9007635117
1380960067,1.1193847656,-0.3068847656,-0.1296386719,-8.6259546280, 30.9770984650, -4.3816795349
1380970067,1.1142578125,-0.3325195312,-0.1325683594,-9.0687026978, 30.9160308838, -11.5114507675
1380980067,1.1108398438,-0.3374023438,-0.1513671875,-9.7404584885, 31.2213745117, -12.5038166046
1380990067,1.1276855469,-0.3718261719,-0.1579589844,-9.8778629303, 33.9847335815, -17.0534343719
1381000067,1.1403808594,-0.3884277344,-0.1628417969,-10.3511447906, 37.6946563721, -23.2824420929
1381010067,1.1408691406,-0.3920898438,-0.1381835938,-10.9007635117, 40.7633590698, -28.0763359070
1381020067,1.1506347656,-0.4099121094,-0.1689453125,-11.7709922791, 45.5572509766, -35.8167953491
1381030067,1.1311035156,-0.3901367188,-0.1623535156,-14.1984729767, 47.2519073486, -42.4580154419
1381040067,1.1879882812,-0.3649902344,-0.1569824219,-17.7099227905, 48.0916023254, -47.6335868835
1381050067,1.1870117188,-0.3605957031,-0.1604003906,-21.0992374420, 51.3435096741, -56.9618339539
1381060067,1.1936035156,-0.3041992188,-0.1342773438,-23.6030540466, 56.0305328369, -66.2442779541
1381070067,1.1965332031,-0.2607421875,-0.0937500000,-26.9312973022, 60.7938919067, -69.1603088379
1381080067,1.1699218750,-0.2785644531,-0.0432128906,-29.5114498138, 63.7557258606, -76.5801544189
1381090067,1.1608886719,-0.2595214844,0.0334472656,-31.9694652557, 66.6259536743, -82.7175598145
1381100067,1.0915527344,-0.2031250000,0.1259765625,-33.2824440002, 65.2213745117, -88.5648880005
1381110067,1.0446777344,-0.1274414062,0.1923828125,-31.9236640930, 60.6412200928, -90.1679382324
1381120067,1.0305175781,-0.0634765625,0.2329101562,-31.0229015350, 55.9847335815, -91.5725173950
1381130067,1.0197753906,0.0112304688,0.2661132812,-30.5496177673, 51.2824440002, -88.3511428833
