time,xacc,yacc,zacc,xgyro,ygyro,zgyro
1.050781,0.00708,-0.065186,-2.160305,-2.145038,-1.038168
1.048828,0.005371,-0.071289,-2.0,-2.0,-1.29771
1.041992,0.000488,-0.067383,-2.061069,-1.824427,-1.320611
1.046387,-0.002197,-0.062012,-2.122137,-2.015267,-1.618321
1.046875,0.00293,-0.067871,-2.114504,-1.908397,-1.694656
1.036621,0.005127,-0.065918,-2.030534,-2.0,-1.625954
1.020508,0.00415,-0.062988,-2.038168,-1.961832,-1.648855
1.051025,0.010498,-0.067139,-1.717557,-1.137405,-1.717557
1.060303,0.009521,-0.073242,-1.839695,-0.450382,-0.992366
1.036377,0.012451,-0.054688,-1.847328,-1.664122,-1.549618
1.023926,-0.00293,-0.060303,-1.862595,-1.679389,-1.923664
1.036377,-0.003662,-0.069824,-2.022901,-1.167939,-2.427481
1.030029,-0.00293,-0.067383,-1.839695,-1.801527,-3.740458
1.047363,0.007812,-0.058838,-1.931298,-1.877863,-3.687023
1.044434,0.010742,-0.073486,-2.122137,-1.458015,-3.572519
1.046387,0.012939,-0.069092,-2.038168,-1.335878,-3.351145
1.050293,0.010254,-0.069092,-2.091603,-0.923664,-2.877863
1.044434,0.008545,-0.074463,-2.053435,-0.755725,-2.274809
1.04541,0.012207,-0.064453,-2.167939,-1.030534,-2.21374
1.047852,0.008789,-0.065186,-2.312977,-0.801527,-1.763359
1.046143,0.008057,-0.061279,-2.221374,-1.083969,-1.282443
1.045898,0.00293,-0.070801,-2.175573,-1.19084,-1.40458
1.040771,0.00415,-0.056641,-2.229008,-1.137405,-1.152672
1.04248,0.007324,-0.073486,-2.206107,-1.21374,-1.267176
1.042725,0.008789,-0.058105,-2.091603,-1.076336,-1.442748
1.047119,0.01123,-0.065674,-2.221374,-1.267176,-1.801527
1.047363,0.013184,-0.070312,-2.083969,-1.114504,-1.908397
1.041016,0.006348,-0.074707,-2.10687,-0.916031,-1.480916
1.043213,0.001953,-0.063477,-2.335878,-0.694656,-1.381679
1.036133,0.007324,-0.068848,-2.396947,-0.717557,-1.099237
1.03833,0.007324,-0.064209,-2.19084,-0.839695,-1.435115
1.03833,0.010986,-0.074463,-2.198473,-1.015267,-1.694656
1.040039,0.00708,-0.063965,-1.969466,-1.099237,-1.748092
1.046631,0.009033,-0.068848,-2.0,-0.961832,-2.083969
1.043701,0.010254,-0.078369,-2.061069,-0.778626,-2.122137
1.035645,0.006592,-0.070801,-2.030534,-0.450382,-2.244275
1.032471,0.013184,-0.060059,-2.122137,-0.091603,-2.175573
1.039062,0.009033,-0.063965,-2.145038,-0.19084,-2.29771
1.044189,0.007812,-0.056885,-1.89313,-0.496183,-2.412214
1.042725,0.008057,-0.068604,-1.954198,-0.870229,-2.076336
1.040039,0.003906,-0.063721,-1.977099,-0.847328,-2.129771
1.046875,0.006592,-0.07373,-2.076336,-0.679389,-2.061069
1.043701,0.003662,-0.063965,-2.244275,-0.236641,-2.290076
1.043701,0.009766,-0.069824,-2.236641,0.10687,-2.10687
1.037109,0.003906,-0.06958,-2.114504,0.022901,-2.099237
1.036377,0.006348,-0.065918,-2.022901,-0.412214,-2.053435
1.046143,0.007812,-0.062988,-1.916031,-0.312977,-2.167939
1.046143,0.008789,-0.074463,-2.099237,-0.40458,-2.343511
1.046631,0.005615,-0.064697,-2.007634,-0.351145,-2.328244
1.043701,0.004639,-0.062012,-2.374046,-0.244275,-2.198473
1.032471,0.005127,-0.063965,-2.206107,-0.175573,-1.961832
1.036621,0.011719,-0.068359,-2.175573,-0.351145,-2.038168
1.043701,0.006836,-0.066162,-1.969466,-0.618321,-2.053435
1.04248,0.005859,-0.062744,-2.030534,-0.366412,-2.396947
1.038086,0.005615,-0.058105,-1.687023,-0.244275,-2.419847
1.040039,0.004639,-0.067139,-1.885496,-0.358779,-2.664122
1.032959,0.007812,-0.060547,-2.145038,-0.419847,-2.778626
1.046387,0.01001,-0.071045,-2.145038,-0.755725,-2.183206
1.056641,0.010986,-0.071045,-2.015267,-0.473282,-2.419847
1.054932,0.008789,-0.065186,-2.030534,-0.450382,-2.152672
1.060303,0.012939,-0.060547,-2.152672,-0.519084,-1.496183
1.000732,0.000488,-0.058838,-1.679389,-1.877863,-3.503817
1.018555,0.009766,-0.068359,-1.587786,-1.816794,-3.717557
1.07251,0.016113,-0.065918,-1.984733,-0.801527,-1.587786
1.05957,0.002197,-0.062256,-1.816794,-2.038168,-1.603053
1.023438,0.005615,-0.068848,-1.961832,-2.335878,-2.824427
1.050781,0.015625,-0.089844,-2.198473,0.763359,-0.343511
1.038818,0.006592,-0.057861,-2.343511,0.450382,-0.503817
1.013428,0.00415,-0.047852,-1.885496,-1.694656,-1.679389
1.02832,0.002197,-0.064209,-2.122137,-2.015267,-2.412214
1.033936,-0.003662,-0.056641,-2.083969,-2.320611,-3.473282
1.039795,0.008057,-0.067139,-1.89313,-2.59542,-3.801527
1.045898,0.013672,-0.07959,-1.80916,-2.305344,-3.961832
1.065186,0.010254,-0.081543,-1.839695,-1.412214,-4.114504
1.059082,0.006348,-0.079346,-1.587786,-0.541985,-4.236641
1.041992,0.011475,-0.081299,-1.80916,-0.122137,-4.679389
1.032227,0.010498,-0.066406,-1.70229,-0.061069,-4.328244
