time,xacc,yacc,zacc,xgyro,ygyro,zgyro
1420930067,1.1347656250,0.1994628906,-0.1486816406,-3.6641221046, -0.9312977195, -1.1755725145
1420940067,1.1271972656,0.1835937500,-0.1533203125,-3.3587787151, -0.7328244448, -2.7480916977
1420950067,1.1376953125,0.2053222656,-0.1525878906,-4.4885497093, 0.2900763452, -0.9923664331
1420960076,1.1298828125,0.1789550781,-0.1413574219,-4.9618320465, -0.7175572515, 1.3129770756
1420970067,1.1206054688,0.1596679688,-0.1271972656,-4.7633585930, -2.5038168430, 3.5419847965
1420980067,1.1206054688,0.1574707031,-0.1394042969,-5.7709922791, -2.4122138023, 4.7938933372
1420990067,1.1518554688,0.1625976562,-0.1276855469,-6.5801525116, -2.5190839767, 4.8854961395
1421000067,1.1416015625,0.1174316406,-0.1213378906,-8.5801525116, -2.1374046803, 4.2595419884
1421010067,1.1374511719,0.1252441406,-0.1176757812,-9.4809160233, -2.1068701744, 0.3664122224
1421020067,1.1372070312,0.1352539062,-0.1447753906,-9.2366409302, -2.1679389477, -1.6030534506
1421030067,1.1542968750,0.1530761719,-0.1762695312,-7.8625955582, -1.8778625727, -2.3664121628
1421040067,1.1562500000,0.1787109375,-0.2087402344,-5.5877861977, -0.8854961991, -1.4198473692
1421050067,1.1618652344,0.1884765625,-0.2158203125,-4.0305342674, 0.7480915785, -1.2061069012
1421060067,1.1494140625,0.1870117188,-0.2111816406,-2.8244273663, 1.3435114622, -1.3282443285
1421070067,1.1428222656,0.1833496094,-0.1948242188,-2.3969466686, 2.0458016396, -1.3435114622
1421080067,1.1237792969,0.1628417969,-0.1643066406,-3.3129770756, 2.5954198837, -2.1679389477
1421090067,1.1220703125,0.1445312500,-0.1333007812,-4.1526718140, 2.7480916977, -3.4351146221
1421100067,1.1176757812,0.1252441406,-0.1159667969,-4.8549618721, 2.0763359070, -5.3893127441
1421110067,1.1162109375,0.1279296875,-0.1301269531,-4.6412215233, -0.1679389328, -7.7099237442
1421120067,1.1254882812,0.1330566406,-0.1721191406,-3.7099237442, -1.8473281860, -9.7404584885
1421130067,1.1301269531,0.1613769531,-0.1933593750,-2.1221373081, -2.2748091221, -10.6259546280
1421140067,1.1494140625,0.1904296875,-0.2124023438,-1.1297709942, -0.5190839767, -10.4427480698
1421150067,1.1481933594,0.2075195312,-0.1975097656,-1.0229008198, 1.3282443285, -9.9847326279
1421160067,1.1245117188,0.2326660156,-0.1450195312,-1.0687023401, 1.4961831570, -8.3664121628
1421170067,1.1069335938,0.2280273438,-0.1027832031,-0.8244274855, 0.9160305262, -5.5419845581
1421180067,1.1022949219,0.2133789062,-0.1093750000,-0.9160305262, -0.4732824564, -3.5419847965
1421190067,1.1013183594,0.2021484375,-0.1176757812,-1.4045801163, -2.2290077209, -2.9160306454
1421200067,1.1198730469,0.1943359375,-0.1391601562,-3.1450381279, -3.5419847965, -2.8854961395
1421210067,1.1315917969,0.1992187500,-0.1425781250,-4.0305342674, -3.4809160233, -2.9923663139
1421220067,1.1679687500,0.3029785156,-0.1269531250,-4.0916032791, -2.4885497093, -4.2137403488
1421230067,1.1245117188,0.2285156250,-0.1655273438,-5.8015265465, -1.6641221046, 3.6030533314
1421240067,1.1435546875,0.1838378906,-0.1555175781,-5.4351143837, 0.2290076315, -1.2977099419
1421250067,1.0874023438,0.2402343750,-0.1115722656,-4.9465646744, -1.1450381279, 1.3587785959
1421260067,1.0905761719,0.2280273438,-0.1228027344,-4.4732823372, -1.1145038605, 2.5190839767
1421270067,1.0954589844,0.2155761719,-0.1367187500,-5.0992364883, -2.4274809361, 1.8320610523
1421280067,1.1083984375,0.2116699219,-0.1440429688,-5.6030535698, -3.9694657326, -0.0763358772
1421290067,1.1291503906,0.2202148438,-0.1752929688,-6.3664121628, -4.8549618721, -2.0152671337
1421300067,1.1428222656,0.2246093750,-0.1977539062,-6.5801525116, -4.7786259651, -2.7633588314
1421310067,1.1542968750,0.2365722656,-0.1909179688,-6.6564884186, -3.4961831570, -1.1450381279
1421320067,1.1574707031,0.2214355469,-0.1936035156,-6.7175574303, -1.7709923983, -1.2519084215
1421330067,1.1567382812,0.2114257812,-0.1635742188,-7.2213740349, -0.2137404531, -1.7404580116
1421340067,1.1354980469,0.2009277344,-0.1477050781,-7.5572519302, -0.4885496199, -1.6793893576
1421350067,1.1323242188,0.1745605469,-0.1279296875,-7.7709922791, -0.9618320465, -2.3511450291
1421360067,1.1386718750,0.1765136719,-0.1479492188,-7.3893127441, -2.2748091221, -4.1221375465
1421370067,1.1503906250,0.1972656250,-0.1672363281,-6.6564884186, -2.5801527500, -4.2442746162
1421380067,1.1560058594,0.2160644531,-0.1936035156,-5.2366414070, -2.6259541512, -2.8396947384
1421390067,1.1608886719,0.2121582031,-0.1831054688,-4.2748093605, -1.6946564913, -1.8167939186
1421400067,1.1579589844,0.2104492188,-0.1821289062,-4.1221375465, -1.6183205843, -1.6488549709
1421410067,1.1506347656,0.2026367188,-0.1650390625,-3.6946563721, -1.2671755552, -1.8473281860
1421420067,1.1274414062,0.2004394531,-0.1572265625,-3.2824428082, -0.6717557311, -1.2977099419
