time,xacc,yacc,zacc,xgyro,ygyro,zgyro
1.0271,-0.010742,0.162598,-2.389313,0.358779,-1.564885
1.03833,-0.005615,0.148438,-2.274809,0.717557,-1.641221
1.029541,-0.001953,0.137695,-2.335878,1.076336,-1.839695
1.027832,-0.008057,0.155273,-2.610687,1.183206,-1.343511
1.019287,-0.009521,0.158203,-2.610687,0.664122,-2.648855
0.976318,-0.009766,0.165039,-2.419847,-0.961832,-4.641222
1.022705,-0.02124,0.166504,-2.19084,-2.923664,-2.679389
1.096191,-0.016602,0.133057,-2.198473,0.534351,-2.206107
1.010986,-0.008789,0.134766,-2.29771,2.557252,-2.267176
0.991211,-0.007324,0.1875,-2.244275,-1.282443,-0.450382
1.05957,-0.017578,0.151855,-2.580153,-1.083969,0.282443
1.023193,-0.003906,0.146729,-2.625954,-0.099237,-0.351145
1.014893,-0.01001,0.161133,-2.29771,-1.099237,-1.267176
1.02832,-0.007324,0.158203,-2.19084,-1.030534,-2.343511
1.025146,-0.014404,0.150879,-2.320611,-1.198473,-2.015267
1.036621,-0.01123,0.153809,-2.175573,-0.969466,-2.045802
1.02417,-0.011719,0.152588,-2.244275,-0.900763,-1.580153
1.034668,-0.01416,0.139648,-2.137405,-1.381679,-1.29771
1.035156,-0.006104,0.139893,-1.992366,-0.152672,-1.29771
1.023193,-0.008057,0.151123,-2.091603,0.557252,-1.694656
1.017822,-0.003662,0.157227,-1.954198,-0.122137,-2.251908
1.015381,0.005859,0.164307,-1.923664,-0.564885,-2.412214
1.032227,-0.008545,0.152588,-1.984733,-0.694656,-2.549618
1.039795,-0.016846,0.153564,-2.038168,-0.236641,-1.954198
1.038086,-0.02002,0.158691,-2.21374,-0.198473,-1.641221
1.033936,-0.013916,0.148926,-1.954198,-0.770992,-1.465649
1.031982,-0.024414,0.151855,-2.015267,-0.687023,-1.48855
1.020752,-0.020508,0.162109,-2.175573,-0.679389,-1.534351
1.024414,-0.014404,0.14917,-2.282443,-0.541985,-1.29771
1.029785,-0.016846,0.158203,-2.328244,-0.328244,-1.671756
1.019531,-0.010498,0.161133,-2.198473,-0.091603,-2.587786
1.0271,-0.000244,0.154541,-2.114504,-1.053435,-2.183206
1.03833,-0.010254,0.158691,-2.267176,-0.946565,-1.854962
1.032471,-0.009766,0.154297,-2.229008,-0.358779,-1.78626
1.039795,-0.011719,0.148682,-2.061069,-0.603053,-1.625954
1.0271,-0.014648,0.151367,-2.19084,-0.335878,-1.694656
1.007568,-0.015625,0.156006,-1.923664,-0.587786,-2.351145
1.055664,-0.005615,0.154785,-2.038168,-0.21374,-0.824427
1.033936,-0.015137,0.15625,-2.274809,1.732824,-1.717557
0.992432,-0.011719,0.164795,-2.267176,-0.549618,-2.503817
1.025391,-0.01709,0.162842,-2.221374,-2.183206,-2.167939
1.041992,-0.01123,0.138672,-1.923664,-0.328244,-3.48855
1.006836,-0.006836,0.157959,-2.175573,-0.717557,-2.374046
1.025391,-0.017578,0.175781,-2.480916,-2.763359,-1.603053
1.049561,-0.010498,0.144043,-2.40458,-1.465649,-1.900763
1.033691,-0.010254,0.140137,-2.343511,-0.274809,-1.450382
1.019287,-0.010742,0.15625,-2.351145,-0.381679,-1.824427
1.016602,-0.003418,0.155762,-2.251908,-0.061069,-2.419847
1.025146,-0.009766,0.162354,-2.183206,-0.229008,-2.129771
1.034668,-0.015137,0.155518,-2.122137,-0.053435,-2.343511
1.030762,-0.018066,0.1521,-2.236641,0.061069,-1.832061
1.026367,-0.010498,0.153809,-2.412214,-0.282443,-1.435115
1.035889,-0.016357,0.154053,-2.274809,-0.083969,-0.969466
1.02124,-0.013916,0.149658,-2.389313,-0.320611,-0.862595
1.031738,-0.01001,0.153809,-2.259542,-0.832061,-1.557252
