time,xacc,yacc,zacc,xgyro,ygyro,zgyro
1528980067,1.1281738281,-0.0400390625,-0.2788085938,-1.8320610523, 3.8167939186, 0.1679389328
1528990067,1.1413574219,-0.0246582031,-0.2729492188,-1.6946564913, 4.4427480698, 0.6259542108
1529000067,1.1506347656,-0.0332031250,-0.2583007812,-1.7709923983, 3.9389312267, -0.3206106722
1529010067,1.1406250000,-0.0314941406,-0.2563476562,-1.7404580116, 2.3053436279, -2.8396947384
1529020067,1.1328125000,-0.0334472656,-0.2512207031,-1.8015266657, 0.7938931584, -4.9465646744
1529030067,1.1374511719,-0.0253906250,-0.2583007812,-1.8015266657, 0.1679389328, -5.2061066628
1529040067,1.1518554688,-0.0297851562,-0.2670898438,-1.9083969593, 0.8702290058, -4.5954198837
1529050067,1.1577148438,-0.0307617188,-0.2807617188,-1.8625954390, 1.6488549709, -3.5572519302
1529060067,1.1552734375,-0.0361328125,-0.2744140625,-1.2824426889, 1.7099236250, -3.4809160233
1529070067,1.1457519531,-0.0302734375,-0.2783203125,-1.2977099419, 0.3664122224, -3.2213740349
1529080067,1.1437988281,-0.0307617188,-0.2741699219,-1.4961831570, -1.3740458488, -2.9923663139
1529090067,1.1396484375,-0.0366210938,-0.2856445312,-1.3740458488, -1.9541984797, -2.4885497093
1529100067,1.1413574219,-0.0224609375,-0.3010253906,-1.6946564913, -0.8244274855, -1.7709923983
1529110067,1.1440429688,-0.0268554688,-0.2966308594,-1.5419846773, 1.1755725145, -1.7862595320
1529120067,1.1357421875,-0.0253906250,-0.2854003906,-1.5267175436, 2.7175571918, -1.8473281860
1529130067,1.1289062500,-0.0297851562,-0.2746582031,-1.8320610523, 3.7862596512, -2.0916030407
1529140067,1.1291503906,-0.0361328125,-0.2658691406,-2.1526718140, 3.3129770756, -2.2137403488
1529150067,1.1247558594,-0.0314941406,-0.2587890625,-1.6183205843, 2.5801527500, -2.1679389477
1529160067,1.1337890625,-0.0356445312,-0.2565917969,-1.6641221046, 2.0610687733, -2.1068701744
1529170067,1.1384277344,-0.0312500000,-0.2624511719,-1.7557251453, 1.8320610523, -2.0305342674
1529180067,1.1379394531,-0.0305175781,-0.2670898438,-1.8015266657, 1.7251908779, -1.4503816366
1529190067,1.1308593750,-0.0366210938,-0.2565917969,-1.8473281860, 1.1603053808, -1.4198473692
1529200067,1.1303710938,-0.0424804688,-0.2651367188,-1.8778625727, 0.2442748100, -1.4503816366
1529210067,1.1413574219,-0.0224609375,-0.2712402344,-1.6641221046, -0.3053435087, -0.9007633328
1529220067,1.1506347656,-0.0231933594,-0.2766113281,-1.4198473692, -0.4427480996, -0.0458015278
1529230067,1.1232910156,-0.0310058594,-0.2819824219,-1.2824426889, 0.0305343512, -0.4732824564
1529240067,1.1247558594,-0.0314941406,-0.2751464844,-1.4351145029, 0.2442748100, -0.6412213445
1529250067,1.1359863281,-0.0207519531,-0.2746582031,-1.3129770756, 1.2519084215, -0.0458015278
1529260067,1.1291503906,-0.0366210938,-0.2775878906,-1.4961831570, 1.8778625727, 0.1374045759
1529270067,1.1311035156,-0.0319824219,-0.2700195312,-1.6641221046, 1.7251908779, -1.0534350872
1529280067,1.1269531250,-0.0327148438,-0.2805175781,-1.6641221046, 1.8931298256, -1.4351145029
1529290067,1.1401367188,-0.0249023438,-0.2717285156,-1.7099236250, 1.8625954390, -0.9923664331
1529300067,1.1376953125,-0.0244140625,-0.2761230469,-1.5877863169, 2.0305342674, -0.9618320465
1529310067,1.1350097656,-0.0312500000,-0.2744140625,-1.6030534506, 1.9083969593, -0.9770992398
1529320067,1.1447753906,-0.0336914062,-0.2731933594,-1.5419846773, 1.3587785959, -0.6870229244
1529330067,1.1408691406,-0.0280761719,-0.2766113281,-1.3282443285, 1.1908396482, -0.4580152631
1529340067,1.1328125000,-0.0278320312,-0.2749023438,-1.5877863169, 1.0076335669, -0.5343511701
1529350067,1.1347656250,-0.0361328125,-0.2795410156,-1.7709923983, 0.6717557311, -0.6564885378
1529360067,1.1389160156,-0.0317382812,-0.2734375000,-1.9083969593, 0.6870229244, -0.8244274855
1529370067,1.1333007812,-0.0354003906,-0.2673339844,-1.8320610523, 0.9618320465, -0.8702290058
1529380067,1.1362304688,-0.0273437500,-0.2751464844,-1.7404580116, 1.2366411686, -1.0839694738
1529390067,1.1350097656,-0.0400390625,-0.2695312500,-1.7251908779, 1.5419846773, -1.2213740349
1529400067,1.1267089844,-0.0390625000,-0.2690429688,-1.6030534506, 1.4351145029, -1.1145038605
1529410067,1.1384277344,-0.0366210938,-0.2644042969,-1.5419846773, 1.2366411686, -1.0229008198
1529420067,1.1374511719,-0.0319824219,-0.2736816406,-1.4351145029, 1.2824426889, -0.9465649128
1529430067,1.1372070312,-0.0334472656,-0.2678222656,-1.6946564913, 1.1603053808, -1.0687023401
