time,xacc,yacc,zacc,xgyro,ygyro,zgyro
1.045166,0.019043,-0.061523,-2.175573,-0.244275,-2.732824
1.042725,0.015137,-0.062256,-2.183206,-0.21374,-2.656489
1.037598,0.01709,-0.057129,-2.259542,0.19084,-2.572519
1.035889,0.012695,-0.053711,-2.229008,-0.038168,-2.526718
1.036377,0.019775,-0.054199,-2.10687,-0.305344,-2.526718
1.03833,0.016602,-0.05249,-2.343511,-0.389313,-2.641221
1.04541,0.022461,-0.045654,-2.206107,-0.625954,-2.770992
1.036621,0.018799,-0.057617,-2.053435,-0.374046,-2.832061
1.042236,0.016846,-0.049316,-2.099237,-0.40458,-2.954198
1.049561,0.019531,-0.051514,-2.10687,-0.40458,-2.679389
1.03833,0.01123,-0.055908,-2.053435,-0.59542,-2.992366
1.046875,0.015381,-0.058838,-2.022901,-1.068702,-3.458015
1.049561,0.013672,-0.053223,-1.977099,-0.793893,-3.824427
1.03418,0.015625,-0.05127,-1.824427,-0.587786,-3.870229
1.045654,0.020264,-0.061035,-2.099237,0.145038,-3.755725
1.033691,0.023682,-0.050781,-2.152672,0.458015,-2.870229
1.037598,0.012939,-0.053711,-2.587786,-0.21374,-1.916031
1.041748,0.014648,-0.044922,-2.19084,-0.671756,-1.664122
1.03833,0.014648,-0.047607,-2.221374,-1.290076,-2.0
1.046387,0.019287,-0.05127,-2.236641,-1.183206,-2.251908
1.04834,0.014893,-0.068359,-2.122137,-0.70229,-2.78626
1.05127,0.022949,-0.054688,-1.969466,-0.923664,-3.465649
1.053955,0.02124,-0.061768,-2.053435,-0.78626,-3.664122
1.051025,0.018555,-0.065918,-2.091603,0.267176,-3.519084
1.031494,0.016357,-0.056641,-2.099237,0.419847,-3.725191
1.029053,0.016846,-0.060547,-2.007634,0.29771,-3.770992
1.026123,0.020508,-0.057129,-2.145038,0.450382,-3.51145
1.026855,0.02124,-0.044189,-2.045802,0.572519,-3.328244
1.023438,0.0271,-0.045654,-2.030534,-0.007634,-2.824427
1.029053,0.030518,-0.047607,-1.984733,-0.389313,-2.251908
1.044434,0.025635,-0.048096,-2.091603,-1.129771,-2.335878
1.053711,0.026611,-0.049316,-2.083969,-1.167939,-2.519084
1.049316,0.024902,-0.052979,-2.007634,-0.442748,-3.045802
1.038818,0.021973,-0.059082,-2.022901,-0.160305,-3.229008
1.039062,0.014404,-0.05249,-1.931298,-0.10687,-3.038168
1.034668,0.018555,-0.048584,-2.160305,-0.022901,-3.114504
1.033936,0.023438,-0.048584,-2.274809,-0.175573,-2.984733
1.036133,0.019775,-0.050293,-2.19084,-0.427481,-2.694656
1.027588,0.023193,-0.055664,-2.351145,-0.351145,-2.358779
1.03833,0.023926,-0.051514,-2.160305,-0.229008,-2.0
1.042969,0.022949,-0.048584,-2.175573,-0.610687,-1.900763
1.039795,0.021729,-0.051025,-2.007634,-0.709924,-2.465649
1.04248,0.022949,-0.057617,-2.083969,-0.801527,-2.51145
1.038574,0.027588,-0.05542,-2.030534,-0.625954,-2.763359
1.049316,0.025391,-0.04541,-2.007634,-0.290076,-2.328244
1.03418,0.018311,-0.050537,-2.022901,-0.427481,-2.099237
1.033447,0.023926,-0.04834,-2.053435,-0.526718,-2.015267
1.045166,0.018799,-0.046875,-2.236641,-1.251908,-2.335878
1.049561,0.017578,-0.05542,-1.992366,-1.083969,-2.526718
1.042725,0.02417,-0.059814,-2.320611,-0.610687,-2.641221
1.040283,0.022217,-0.052734,-2.122137,-0.51145,-1.977099
