time,xacc,yacc,zacc,xgyro,ygyro,zgyro
105800067,1.1025390625,0.1594238281,-0.3320312500,-1.7251908779, 0.6106870174, -0.2595419884
105810067,1.1003417969,0.1579589844,-0.3398437500,-1.5725190639, -0.3053435087, -0.1832061112
105820067,1.1057128906,0.1613769531,-0.3356933594,-1.4503816366, -0.6259542108, -0.5343511701
105830067,1.1074218750,0.1726074219,-0.3430175781,-1.5572519302, 0.1068702266, -0.0763358772
105840067,1.1118164062,0.1635742188,-0.3532714844,-1.6793893576, 0.5496183038, -0.1221374050
105850067,1.1066894531,0.1635742188,-0.3498535156,-1.5725190639, 1.1908396482, -0.3816793859
105860067,1.0981445312,0.1584472656,-0.3498535156,-1.7862595320, 1.6641221046, -0.7938931584
105870067,1.1064453125,0.1542968750,-0.3527832031,-1.5572519302, 1.2977099419, -1.1297709942
105880067,1.1044921875,0.1528320312,-0.3537597656,-1.2824426889, 0.8854961991, -1.4045801163
105890067,1.1069335938,0.1550292969,-0.3513183594,-1.4045801163, 1.2671755552, -1.3740458488
105900067,1.1140136719,0.1562500000,-0.3393554688,-1.3435114622, 1.5267175436, -1.0687023401
105910067,1.1076660156,0.1608886719,-0.3386230469,-1.5114504099, 1.3435114622, -0.8702290058
105920067,1.1123046875,0.1552734375,-0.3442382812,-1.6335878372, 0.6259542108, -1.3587785959
105930067,1.0993652344,0.1494140625,-0.3479003906,-2.0000000000, 0.4732824564, -2.1832060814
105940067,1.1025390625,0.1655273438,-0.3437500000,-1.8473281860, 0.4885496199, -2.1526718140
105950067,1.1035156250,0.1611328125,-0.3366699219,-1.8473281860, 0.9312977195, -1.1145038605
105960067,1.1042480469,0.1667480469,-0.3437500000,-1.4351145029, 1.5267175436, -0.4580152631
105970067,1.1005859375,0.1628417969,-0.3469238281,-1.6335878372, 1.8015266657, -0.4427480996
105980067,1.1013183594,0.1616210938,-0.3439941406,-2.0916030407, 1.5572519302, -0.6564885378
105990067,1.0881347656,0.1542968750,-0.3376464844,-2.0305342674, 1.7251908779, -1.5877863169
106000067,1.0925292969,0.1516113281,-0.3486328125,-2.0305342674, 1.3893129826, -2.0305342674
106010067,1.0917968750,0.1574707031,-0.3579101562,-1.8625954390, 1.6335878372, -1.8015266657
106020067,1.1027832031,0.1596679688,-0.3520507812,-1.9083969593, 1.6335878372, -1.0992366076
106030067,1.1057128906,0.1589355469,-0.3586425781,-1.4961831570, 1.5114504099, -0.5190839767
106040067,1.1069335938,0.1616210938,-0.3500976562,-1.0839694738, 1.2213740349, -0.0610687025
106050067,1.1164550781,0.1647949219,-0.3464355469,-0.8396946788, 1.2824426889, -0.2137404531
106060067,1.1059570312,0.1584472656,-0.3474121094,-0.9312977195, 1.8320610523, -0.5343511701
106070067,1.1101074219,0.1577148438,-0.3400878906,-1.1450381279, 1.8320610523, -1.4198473692
106080067,1.1125488281,0.1623535156,-0.3327636719,-0.9160305262, 1.9694656134, -2.0000000000
