time,xacc,yacc,zacc,xgyro,ygyro,zgyro
1617160067,1.1418457031,-0.0310058594,-0.2504882812,-1.8473281860, 0.5496183038, -1.7557251453
1617170067,1.1435546875,-0.0302734375,-0.2546386719,-1.7709923983, 0.7328244448, -1.9083969593
1617180067,1.1435546875,-0.0285644531,-0.2534179688,-1.7099236250, 0.9160305262, -1.9236640930
1617190067,1.1342773438,-0.0336914062,-0.2487792969,-1.4656488895, 0.8549618125, -1.9847328663
1617200067,1.1330566406,-0.0239257812,-0.2602539062,-1.4809160233, 1.2671755552, -1.8015266657
1617210067,1.1418457031,-0.0302734375,-0.2539062500,-1.4809160233, 1.2977099419, -1.7557251453
1617220067,1.1362304688,-0.0266113281,-0.2629394531,-1.4045801163, 1.2671755552, -1.9541984797
1617230067,1.1362304688,-0.0268554688,-0.2531738281,-1.2519084215, 1.6793893576, -2.1068701744
1617240067,1.1381835938,-0.0349121094,-0.2517089844,-1.5267175436, 2.0763359070, -1.8015266657
1617250067,1.1440429688,-0.0234375000,-0.2585449219,-1.5114504099, 1.8320610523, -1.5114504099
1617260067,1.1491699219,-0.0349121094,-0.2526855469,-1.5419846773, 1.4045801163, -1.4961831570
1617270067,1.1464843750,-0.0349121094,-0.2536621094,-1.4351145029, 0.5038167834, -1.4809160233
1617280067,1.1418457031,-0.0324707031,-0.2521972656,-1.8320610523, 0.1679389328, -1.4045801163
1617290067,1.1289062500,-0.0349121094,-0.2609863281,-2.0916030407, 0.3358778656, -1.1450381279
1617300067,1.1354980469,-0.0312500000,-0.2678222656,-1.9083969593, 0.4885496199, -1.2213740349
1617310067,1.1354980469,-0.0217285156,-0.2592773438,-1.7709923983, 0.6870229244, -1.2977099419
1617320067,1.1396484375,-0.0356445312,-0.2609863281,-1.3587785959, 1.1450381279, -2.8549618721
1617330067,1.1311035156,-0.0290527344,-0.2553710938,-1.2824426889, 1.4045801163, -5.1450381279
1617340067,1.1303710938,-0.0212402344,-0.2580566406,-1.4503816366, 1.9847328663, -2.8702290058
1617350067,1.1264648438,-0.0407714844,-0.2590332031,-1.3893129826, 2.3969466686, -1.4961831570
1617360067,1.1337890625,-0.0395507812,-0.2565917969,-1.7251908779, 2.5496182442, -1.2213740349
1617370067,1.1286621094,-0.0341796875,-0.2495117188,-1.6946564913, 2.3358778954, -0.4274809062
1617380067,1.1464843750,-0.0268554688,-0.2478027344,-2.0305342674, 2.4580152035, -0.4427480996
1617390067,1.1425781250,-0.0307617188,-0.2587890625,-2.0152671337, 2.0458016396, -2.2748091221
1617400067,1.1333007812,-0.0224609375,-0.2539062500,-1.8015266657, 1.1450381279, -3.7251908779
1617410067,1.1303710938,-0.0314941406,-0.2495117188,-1.2977099419, 0.7786259651, -4.5496182442
1617420067,1.1440429688,-0.0261230469,-0.2531738281,-1.5877863169, 1.3435114622, -4.3206105232
1617430067,1.1464843750,-0.0270996094,-0.2602539062,-1.2671755552, 2.3053436279, -3.8931298256
1617440067,1.1459960938,-0.0236816406,-0.2551269531,-1.1145038605, 2.5038168430, -2.6259541512
1617450067,1.1398925781,-0.0300292969,-0.2536621094,-1.0229008198, 1.3587785959, -2.6870229244
1617460067,1.1396484375,-0.0251464844,-0.2551269531,-0.7786259651, 0.4274809062, -3.0534350872
1617470067,1.1428222656,-0.0256347656,-0.2590332031,-1.1755725145, -0.2748091519, -2.9770991802
1617480215,1.1445312500,-0.0175781250,-0.2680664062,-1.0229008198, -0.0763358772, -2.8854961395
1617490067,1.1452636719,-0.0178222656,-0.2685546875,-1.3282443285, 1.1908396482, -2.9160306454
1617500067,1.1391601562,-0.0144042969,-0.2648925781,-1.5114504099, 2.0458016396, -2.7175571918
1617510067,1.1333007812,-0.0249023438,-0.2429199219,-1.6793893576, 2.4122138023, -2.5801527500
1617520067,1.1364746094,-0.0300292969,-0.2485351562,-1.7404580116, 2.4427480698, -2.5648853779
1617530067,1.1401367188,-0.0227050781,-0.2402343750,-1.7099236250, 1.8625954390, -2.5954198837
1617540067,1.1394042969,-0.0302734375,-0.2385253906,-1.5114504099, 1.2213740349, -2.3206107616
1617550067,1.1379394531,-0.0334472656,-0.2536621094,-1.6488549709, 0.8091602921, -2.1221373081
1617560067,1.1359863281,-0.0302734375,-0.2495117188,-1.3587785959, 0.8396946788, -1.9541984797
1617570067,1.1430664062,-0.0300292969,-0.2502441406,-1.4961831570, 0.4580152631, -1.8625954390
1617580067,1.1374511719,-0.0302734375,-0.2570800781,-1.7251908779, 0.1679389328, -1.5725190639
1617590067,1.1394042969,-0.0346679688,-0.2644042969,-2.0305342674, 0.3053435087, -1.3435114622
1617600067,1.1376953125,-0.0368652344,-0.2551269531,-2.1374046803, 0.2137404531, -1.9083969593
1617610067,1.1538085938,-0.0166015625,-0.2673339844,-1.6946564913, 0.5343511701, -0.9160305262
1617620067,1.1367187500,-0.0273437500,-0.2709960938,-1.6641221046, 0.7480915785, 0.1374045759
1617630067,1.1328125000,-0.0339355469,-0.2602539062,-1.4351145029, 0.9465649128, -0.4122137427
1617640067,1.1335449219,-0.0288085938,-0.2487792969,-1.4809160233, 1.2213740349, -0.8244274855
1617650067,1.1359863281,-0.0280761719,-0.2487792969,-1.2519084215, 1.3587785959, -0.5038167834
1617660067,1.1420898438,-0.0261230469,-0.2521972656,-1.3740458488, 1.8320610523, -0.7938931584
1617670067,1.1354980469,-0.0229492188,-0.2512207031,-1.5572519302, 1.2519084215, -1.6030534506
1617680067,1.1391601562,-0.0246582031,-0.2497558594,-1.5877863169, 1.2519084215, -1.6946564913
1617690067,1.1457519531,-0.0180664062,-0.2524414062,-1.7404580116, 1.2213740349, -1.6641221046
1617700067,1.1384277344,-0.0268554688,-0.2517089844,-1.8778625727, 1.1297709942, -1.4351145029
1617710067,1.1396484375,-0.0251464844,-0.2648925781,-1.9083969593, 1.1297709942, -1.0381679535
1617720067,1.1494140625,-0.0263671875,-0.2624511719,-1.8625954390, 1.2061069012, -0.8244274855
1617730067,1.1452636719,-0.0270996094,-0.2602539062,-1.8625954390, 0.8244274855, -0.6870229244
1617740067,1.1428222656,-0.0317382812,-0.2651367188,-1.8473281860, 0.9160305262, -0.8702290058
1617750067,1.1413574219,-0.0234375000,-0.2692871094,-1.7251908779, 0.5954198241, -0.8854961991
1617760067,1.1357421875,-0.0334472656,-0.2590332031,-1.8015266657, 1.1908396482, -1.1908396482
1617770067,1.1396484375,-0.0307617188,-0.2595214844,-1.6183205843, 1.4503816366, -1.3893129826
1617780067,1.1447753906,-0.0236816406,-0.2646484375,-1.8931298256, 2.1984732151, -1.5572519302
1617790067,1.1447753906,-0.0288085938,-0.2519531250,-1.8320610523, 2.9312977791, -1.6335878372
1617800067,1.1359863281,-0.0297851562,-0.2517089844,-2.1832060814, 2.8091602325, -1.7862595320
1617810067,1.1401367188,-0.0283203125,-0.2553710938,-2.3206107616, 2.3969466686, -1.4045801163
1617820067,1.1347656250,-0.0283203125,-0.2541503906,-2.4427480698, 1.9389313459, -0.9007633328
1617830067,1.1418457031,-0.0300292969,-0.2580566406,-2.7175571918, 1.3435114622, -0.3816793859
